"q00_id","q01_num_hijos","q02a_birth_child","q02b_birth_child","q02c_birth_child","q02d_birth_child","q03_help","q04_excedencia_all","q05_duration_child","q06_duration_child","q07_duration_child","q08_main_reason","q09a_secondary_reason","q09b_secondary_reason","q09c_secondary_reason","q09d_secondary_reason","q10_diff_reasons","q11_other_ask","q12_other_not_reason","q13a_conciliation_opts","q13b_conciliation_opts","q13c_conciliation_opts","q14_company_reaction","q15_mates_reaction","q16_formation_time","q17_work_during","q18_back_work","q19_tasks_after","q20_current_tasks","q21_excedencia_general_evaluation","q22_excedencia_needs_improvements","q23_excedencia_specify_improvements","q24_conciliation_general_evaluation","q25_conciliation_needs_improvements","q26_conciliation_specify_improvements","q27_experience_description","q28_comments","q29_age","q29_genre","q31_civil_status","q32_education","q33_job","q34_contract","q35_salary","origen"
181,"1",2017,NA,NA,NA,"No, no cuento con nadie más","si","De momento me la pedí por un año","","","otros: Dejar a un bebe con 4 meses bajo cuidado de desconocidos no es viable, necesita a sus padres a estaba edad. El trabajo pasa a segundo plano. Trabajar puedes siempre, cuidar a tu hij@/bebe no","No contaba con ayuda externa de familiares","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,"","no","otros: Esta en paro/ trabaja por horas","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","La excedencia no ha acabado aún","otros: Aun no ha terminado mi excedencia","",4,"Sí, creo que necesita alguna mejora.","Que no se corte el apoyo económico.
Que haya mas apoyo para padres no trabajadores o en excedencia por el cuidado de sus hijos",4,"Sí, creo que necesita alguna mejora.","","Verles crecer, compartir sus pasos cada día, sus alegrías, ver el mundo cuando lo descubren por primera vez con sus ojos, es algo que no se debe perder y una experiencia muy intensa y preciosa. Parece mentira que vivimos en un mundo llamado ""civilizado"" en el cual se alejan los padres de sus hijos a tan temprana edad dejándoles bajo custodia de terceros para cumplir con las expectativas (p.ej. de trabajo) de los demás","",1983,"Mujer","Soltero/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","No lo recuerdo","new"
182,"2",2012,2016,NA,NA,"No, no cuento con nadie más","si","7 meses primer hijo","19 segundo","","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”)","No contaba con ayuda externa de familiares","Quería dedicarme por completo a mi/s hijo/s",NA,"No tenía ayuda familiar, quería dedicar tiempo a mi hijo.
Con la segunda quería dedicarme a mi familia","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Comprensión","Comprensión","otros: Lo intento, formación, cursos, es complicdo","No","La excedencia no ha acabado aún","Realicé la misma actividad que antes de la excedencia ","No estoy trabajando actualmente",4,"Sí, creo que necesita alguna mejora.","Si la baja maternal fuera más amplia como en otros paises",3,"Sí, creo que necesita alguna mejora.","Ampliar baja maternal","Necesaria, bonita, fundamental","Es muy difícil trabajar y conciliar vida familuar",1975,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","otros: Privado concertado","Indefinido","No lo recuerdo","new"
183,"2",2013,2016,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","1","1","1
1
1","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","si","No aplica","Facilitar no facilita,las da.",NA,NA,"Indiferencia","otros: Envidia por no haberlo hecho ellos","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","otros: no hace mas de 3 años",5,"Sí, creo que necesita alguna mejora.","protección preventiva, no solo reparativa en caso de despido",2,"Sí, creo que necesita alguna mejora.","Flexibilidad horaria,
Horarios continuos,
Facilidad con reducciones de jornada,
No represión a trabajadores con reducción...","Lo volveré a hacer","No es sobre excedencia, pero si conciliación. Para tener reducción de jornada tuve que demandar a la empresa y ganar el juicio.",1980,"Hombre","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 25.001 y 30.000 euros ","new"
184,"1",2016,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","4 meses","","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","",7,"Sí, creo que necesita alguna mejora.","Económica. ",3,"Sí, creo que necesita alguna mejora.","Flexibilidad horaria, reducción jornadas, trabajo en casa sin disminuir sueldos ","Positiva aunque insuficiente","",1980,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Temporal","Entre 15.001 y 25.000 euros","new"
185,"1",2016,NA,NA,NA,"No, no cuento con nadie más","si","18","","","Quería dedicarme por completo a mi/s hijo/s","No contaba con ayuda externa de familiares","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,"","si","","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","La excedencia no ha acabado aún","otros: Aun estoy","",1,"Sí, creo que necesita alguna mejora.","",2,"Sí, creo que necesita alguna mejora.","","Incomprensión social","",1983,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Menos de 15.000 euros ","new"
186,"1",2013,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","6 meses, primer y único hijo ","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","otros: En ese momento el otro progenitor estaba estudiando","Reducción de jornada",NA,NA,"Comprensión","Comprensión","otros: No disponia de tiempo, todo era para cuidar al bebé","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",7,"Sí, creo que necesita alguna mejora.","La reincorporación laboral debería adaptarse a los horarios de los progenitores para el cuidado del menor",7,"Sí, creo que necesita alguna mejora.","Que no resten antigüedad en el periodo q se esta de vacaciones","Periodo complicado pero gratificante ","Creo que no",1976,"Mujer","Separado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
187,"1",2016,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","7 meses","","","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",7,"Sí, creo que necesita alguna mejora.","Más tiempo de permiso de maternidad.",5,"Sí, creo que necesita alguna mejora.","Jornadas laborales más reducidas.","Maravillosa. Recomendable. Reptible.","No",1978,"Mujer","Vivo en pareja","Formación profesional ","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
188,"2",2012,2014,NA,NA,"No, no cuento con nadie más","si","3 meses","2,5 meses","","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","si","","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Es de menor rango ",2,"Sí, creo que necesita alguna mejora.","Mayor duración de la baja maternal, ya que la OMS habla de lactancia materna exclusiva hasta los 6 meses y la baja son 4. Totalmente incompatible",4,"Sí, creo que necesita alguna mejora.","Que se vean también normalizadas las excedencias paternas","Ojalá económicamente hubiera podido estar más tiempo","",1982,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 25.001 y 30.000 euros ","new"
189,"2",2015,2017,NA,NA,"No, no cuento con nadie más","no","4 (segunda hija)","-","-","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,NA,"","no","No aplica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","Sí, por cuenta propia","La excedencia no ha acabado aún","otros: No he vuelto aun","",3,"Sí, creo que necesita alguna mejora.","Acceso a la ayuda de 100eur, que se permita trabajar unas pocas horas en otras cosas para conseguir ingresos",4,"Sí, creo que necesita alguna mejora.","trabajar desde casa","no ha terminado todavia, llevo pocas semanas :-)","",1982,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Más de 50.001 euros ","new"
190,"2",2013,2016,NA,NA,"No, no cuento con nadie más","no","6","","","Sentía que mi puesto de trabajo estaba asegurado","Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”)","No contaba con ayuda externa de familiares","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Indiferencia","Indiferencia","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","Volví al mismo puesto con la misma jornada ","Asumí tareas de mayor responsabilidad ","",4,"Sí, creo que necesita alguna mejora.","Que pudiera solicitarse por periodos y no de una sola vez",2,"Sí, creo que necesita alguna mejora.","Mayor baja maternal y paternal. Reincorporación a media jornada hasta el año. Más guarderías públicas.","Necesidad. Atención. Responsabilidad.","",1983,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
191,"1",2000,NA,NA,NA,"No, no cuento con nadie más","si","7","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Asumí tareas de mayor responsabilidad ","Es de mayor rango ",5,"No, considero que funciona bien.","Flexibilidad de horariola a la vuelta",6,"Sí, creo que necesita alguna mejora.","Extensible a todas las mujeres q lo soliciten","La mejor decisión de mi vida","Que disfrute muchisimo",1969,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
192,"1",2015,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","12","1","no","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",7,"No, considero que funciona bien.","",1,"Sí, creo que necesita alguna mejora.","horario flexible, jornada continua,disponibilidad para no ir a trabajar si el niño enferma","necesaria, importante, recomendable","",1979,"Mujer","Soltero/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","No lo recuerdo","new"
193,"2",2013,2017,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","4","0","","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,"","si","","No facilita ninguna de estas opciones",NA,NA,"Hostilidad","Indiferencia","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","Sí, por cuenta propia","Cambié de empresa ","Asumí tareas de mayor responsabilidad ","Es de mayor rango ",1,"Sí, creo que necesita alguna mejora.","En lugar de la excedencia, que no beneficia ni a la empresa (que debe contratar a otra persona temporalmente...) ni al trabajador (que renuncia a su sueldo cuando más lo va a necesitar), creo que una mejora sostenible pasaría por la flexibilidad real (no la teórica) de la jornada de trabajo, sumado a un buen trabajo en la percepción social de la paternidad/maternidad, y de los niños como semilla de una sociedad en construcción. ",1,"Sí, creo que necesita alguna mejora.","Creo que hablar de familia-trabajo es reducir el problema al padre/madre, cuando es una cuestión que implica a múltiples agentes como familia, empleador, compañeros, amigos, sociedad, cultura... que también se ven afectados por la manera en que se gestionan  estos asuntos desde un punto de vista social.","Gratificante a nivel familiar; incomprendida socialmente.","",1980,"Hombre","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo por cuenta propia","otros: autónomo","Entre 30.001 y 50.000 euros ","new"
194,"2",2011,NA,NA,NA,"Sí, una persona contratada nos ayuda a cuidar del hijo/s","si","Tres meses","Tres meses","O","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"O","no","otros: Autonomo","Trabajo por objetivos",NA,NA,"Hostilidad","Hostilidad","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambié de puesto","Asumí tareas de mayor responsabilidad ","Estoy en el mismo puesto o en otro similar",7,"Sí, creo que necesita alguna mejora.","PAgaDa",3,"Sí, creo que necesita alguna mejora.","Reducción de jornada","Tiempo q nunca vuelve","No",1976,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Más de 50.001 euros ","new"
195,"2",2011,2014,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","1) 6 meses 2) 4 meses","2) 4 meses","0","Salud de la madre (posparto complicado, etc.)","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",1,"Sí, creo que necesita alguna mejora.","No hubiera necesitado excedencia si se concediera licencia por cuidado de hijo de 1 año. Con esa edad los bebés están más fuertes para afrontar la guardería. ",2,"Sí, creo que necesita alguna mejora.","Adaptar las
Jornadas y vacaciones laborales a las
Jornadas y vacaciones escolares. Son dos mundos independientes y no se tienen en cuenta el uno al otro. ","Lo volvería a hacer. ","Poca información de las opciones que hay. ",1978,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
196,"2",2012,2016,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","0","8 meses, segundo hijo","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","otros: No hay otro progenitor, soy madre soltera por elección","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",2,"Sí, creo que necesita alguna mejora.","Seguir cobrando algo de dinero por estar de excedencia cuidando a los hijos.",2,"Sí, creo que necesita alguna mejora.","","Volvería a hacerlo","No sé",1973,"Mujer","Soltero/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 25.001 y 30.000 euros ","new"
197,"2",2008,2011,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","12-2° hijo","","","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","No facilita ninguna de estas opciones",NA,NA,"Hostilidad","Hostilidad","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","Cambié de puesto","Realicé trabajos de menor responsabilidad ","Estoy en el mismo puesto o en otro similar",1,"Sí, creo que necesita alguna mejora.","Que se favoreciera otro tipo de medidas que no supongan una excedencia en sí: readaptación puesto\funciones, flexibilidad horaria, reducción de jornada y baja maternal mínimo de 1 año. Todo sin hostilidad y pérdida de condiciones después del período.",1,"Sí, creo que necesita alguna mejora.","Correcto dimensionado del puesto: lo que se tiene que hacer en 8 h no se puede hacer en 4. Flexibilidad, guarderías en empresa, ayudas económicas al cuidado de los niños","Vital para padres e hijos, desastre a nivel laboral","La situación tan complicada en la que se nos pone a los padres al obligarnos a elegir entre nuestra vida personal y profesional, culpabilidad y frustración",1975,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 30.001 y 50.000 euros ","new"
198,"1",2014,NA,NA,NA,"No, no cuento con nadie más","no","Reducción de 2 horas","","","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","No contaba con ayuda externa de familiares",NA,NA,NA,"","no","otros: El tiene mejor horario para poder disfrutar de la niña ","Reducción de jornada",NA,NA,"Comprensión","Indiferencia","No, recurrí a una escuela infantil/cuidador/similar para tener tiempo","Sí, por cuenta ajena","otros: Mi reducción no ha terminado todavía ","otros: Mi reducción ni ha terminado ","No estoy trabajando actualmente",6,"Sí, creo que necesita alguna mejora.","Que aparte de reducirte la jornada se permitiera ponerme yo el horario ",5,"Sí, creo que necesita alguna mejora.","Que nos dejaran total libertad a los padre para organizarnos el trabajo ","Disfrutar de mi hija","",1981,"Mujer","Casado/a","Estudios secundarios ","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
199,"1",2014,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","5","4","No","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","otros: No se acepta en su trabajo ","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",7,"No, considero que funciona bien.","",2,"Sí, creo que necesita alguna mejora.","Jornada continúa en los colegios. Y mayor posibilidad para el padre de conciliación en determinados sectores de actividad.","","",1983,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 25.001 y 30.000 euros ","new"
200,"3",2005,2008,2012,NA,"Sí, una persona contratada nos ayuda a cuidar del hijo/s","no","13 meses, 2° hijo","17 meses, 3er hijo","No","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"Los mismos. Poder estar yo con ellos todo el tiempo","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",5,"Sí, creo que necesita alguna mejora.","Retribución como en otros países",5,"Sí, creo que necesita alguna mejora.","Flexibilidad horaria. Días al año por enfermedad de hijos a cargo","Tensión laboral, hijos atendidos y con fuertes vínculos, satisfacción personal","No",1976,"Mujer","Casado/a","Doctorado","Trabajo en el sector privado","Indefinido","Entre 30.001 y 50.000 euros ","new"
201,"3",2007,2010,2015,NA,"No, no cuento con nadie más","no","","84","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No contaba con ayuda externa de familiares",NA,NA,"","no","No nos planteamos esa opción","Como al final el trabajo tiene que salir, se echan horas extras no remuneradas; una reducción de jornada es una reducción de salario pero no de carga de trabajo ","Flexibilidad de horario","Reducción de jornada","Comprensión","Comprensión","No, recurrí a una escuela infantil/cuidador/similar para tener tiempo","No","Salí del mercado laboral","otros: No me reincorporé ","No estoy trabajando actualmente",4,"Sí, creo que necesita alguna mejora.","Algo que incluya un periodo mixto de formación y actualización y trabajo en el momento de la reincorporación . Ya que el periodo de excedencia en teoría es para estar con el hijo ",4,"Sí, creo que necesita alguna mejora.","Mayor flexibilidad horaria y posibilidad de teletrabajo (para asistencia a reuniones escolares, días de niños enfermos o noches difíciles), posibilidad de interrupciones pactadas de contrato en épocas estivales, o reducción de salario por aumento de días de vacaciones por periodos de nacidad y Semana Santa, por ejemplo. ","Alivio, relajación y a la vez incertidumbre/miedo ","",1976,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","otros: No trabajo ahora ","otros: Ya no trabajo. Era indefinido ","Entre 25.001 y 30.000 euros ","new"
202,"1",2004,NA,NA,NA,"No, no cuento con nadie más","si","3","","","otros: sentía que mi bebé necesitaba estar conmigo mas tiempo","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","otros: Era yo, como madre, la que tenía que estar con el bebé","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","otros: volví al mismo puesto con jornada reducida","Realicé la misma actividad que antes de la excedencia ","Es de mayor rango ",1,"otros: creo que debería haber un permiso reumunerado de al menos 12 meses","que se remuneren las excedencias y se facilite que las madres/padres tomen esa opción",1,"Sí, creo que necesita alguna mejora.","es muy complicado optar por esas medidas en la mayoría de los puestos de trabajo, deberían ser mas accesibles y facilitadas por la administración","Tomé la decisión de pedir excedencia porque el permiso remunerado por maternidad es ridículo, mi bebé necesitaba de su figura maternante y opté por alargar mi ausencia del puesto de trabajo hasta que económicamente pude. Es de las mejores decisiones que he tomado y solo lamento no haber podido alargarlo hasta 1 año al menos","",1969,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 30.001 y 50.000 euros ","new"
203,"1",2016,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","1 año ( aunque igual alargo mas)","","","Quería dedicarme por completo a mi/s hijo/s","Siento que mi hija es demasiado pequeña para alejarme tantas horas de ella, me necesita. Y los primeros meses además me parecía fundamental paraLa lactancia materna a demanda",NA,NA,NA,"","no","otros: El progenitor es autónomo y esta con un proyecto laboralImportante que quizás nos resuelva que yo pueda alargar mi excedencia más de un año.","Flexibilidad de horario","La fexibilidad es sólo de media hora.","Reducción de jornada","Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","La excedencia no ha acabado aún","otros: Asumire tareas parecidas a las anteriores, misma categoria.","",4,"Sí, creo que necesita alguna mejora.","Tener mayor flexibilidad para poder trabajar desde casa o cambiar horarios y así conciliar mejor. Creo que ademas la
Baja maternal debería ser mas larga para
Facorecer la lactancia y un apego seguro.",1,"Sí, creo que necesita alguna mejora.","Más teletrabajo, y mayor baja maternal para la lactancia y mas baja paternal tb","Maravillosa y dura a la vez","",1982,"Mujer","Vivo en pareja","Formación profesional ","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
204,"2",2010,2012,NA,NA,"No, no cuento con nadie más","si","4 meses","4 meses","","Quería dedicarme por completo a mi/s hijo/s","No contaba con ayuda externa de familiares","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"los mismos","no","No nos planteamos esa opción","Flexibilidad de horario","llevarme el bebe al trabajo algunas horas",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Es de mayor rango ",7,"Sí, creo que necesita alguna mejora.","Creo que la experiencia depende muchísimo de la empresa y eso no puede ser. Deberían estar mejor reguladas y con seguimiento posterior para asegurar que no hay casos de acoso o cualquier tipo de ""represalia"". Y se deberían incentivar las excedencias entre los varones, que tienen una menor cultura del cuidado.",2,"Sí, creo que necesita alguna mejora.","Alargar a un año los permisos de maternidad y paternidad, ofrecer escuelas infantiles con horarios flexibles, facilitar el acceso a reducciones de jornada y flexibilidad de horario laboral, trabajo desde casa y modalidades así. Salarios más altos que te permitan cogerte una excedencia, por ejemplo.","disfrutona, tranquila, reincorporación al trabajo gradual.","Ayudó mucho a la conciliación tras la vuelta al trabajo el tener una jornada muy pequeña durante 3 años y el disfrutar de un proyecto educativo propio para l@s peques, donde ell@s se sentían en familia y la flexibilidad de horarios era total. El proyecto fue iniciativa de varias familias que nos juntamos para montarlo y asegurar así el ambiente que queríamos. Primero montamos ""El Palomar"" y dos años después, para el segundo hijo, creamos ""El Arenero"". Ambos siguen funcionando varios años después.",1973,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo por cuenta propia","otros: soy socia cooperativista","Menos de 15.000 euros ","new"
205,"2",2010,2013,NA,NA,"No, no cuento con nadie más","no","4 meses","","","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",4,"Sí, creo que necesita alguna mejora.","Más facilidades en general. Más apoyo económico a las familias que la cojan",2,"Sí, creo que necesita alguna mejora.","Jornadas de trabajo reales. Nada de reducir sueldo y horario para haber el mismo trabajo. ","Tiempo para cuidar","",1981,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
206,"2",2010,2013,NA,NA,"Sí, una persona contratada nos ayuda a cuidar del hijo/s","si","2","12 meses con el segundo ","","Quería dedicarme por completo a mi/s hijo/s","Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”)",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","No facilita ninguna de estas opciones",NA,NA,"Hostilidad","Hostilidad","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambié de empresa ","Realicé la misma actividad que antes de la excedencia ","Los puestos no son comparables",2,"Sí, creo que necesita alguna mejora.","Apoyo económico. Concienciacion empresaral",2,"Sí, creo que necesita alguna mejora.","","Profesionalmente perjudica","",1979,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 30.001 y 50.000 euros ","new"
